0.07856941,1.490246,0.4217254,0
0.3624618,1.492548,0.4238321,134912
0.02940869,1.670697,0.3973341,36071168
0.3264792,1.541029,0.3876625,38632704
-0.06879711,1.510118,0.4112198,43886080
0.3365743,1.454284,0.4959786,50142976
-0.08891892,1.329534,0.4335454,56625024
0.3361442,1.209121,0.4579154,62916864
-0.05651283,1.073518,0.3562149,68682112
-0.05230546,1.235261,0.3800145,80968320
0.3677533,1.276169,0.4456404,81078400
0.3594625,1.404727,0.4193577,86886016
-0.02698016,1.396318,0.3640875,86976512
0.3522129,1.552939,0.4036646,93256448
-0.01569366,1.546874,0.3552164,93371776
0.374918,1.720742,0.3465248,99733248
-0.02956796,1.714869,0.2968775,99956992
-0.1559319,1.645642,0.3298277,105877120
0.4768639,1.635241,0.418874,105987328
0.4753816,1.493375,0.4431185,111800448
-0.2176023,1.471164,0.335722,111920512
0.400439,1.249226,0.3932722,118273152
-0.1406312,1.213453,0.3362974,118388480
0.5093629,1.65622,0.3718395,131457024
0.3982327,1.282076,0.509589,143968768
0.604368,1.0019,0.3242748,157033984
0.5599265,1.42196,0.3934693,163859712
0.7994065,1.411812,0.1896467,169437696
0.5373576,1.71789,0.2916548,175019136
0.8630364,1.706501,0.05416608,181604096
0.6596153,1.460259,0.2895849,187643264
0.9318352,1.351876,0.04338288,193783936
0.7929962,1.124791,0.19415,199698688
0.903897,1.106624,-0.1343867,205739008
0.8533533,0.8762357,0.05128992,211774336
1.05172,0.5513656,-0.3297063,218583296
0.8873217,1.17251,0.2424435,230426240
0.8610084,1.538921,0.2375298,244050048
0.4514802,1.274749,0.4952326,255559808
0.4501164,1.625331,0.486792,268289792
0.0264833,1.619229,0.4311776,281249664
-0.01173687,1.349972,0.4835231,292975872
-0.2210696,1.27921,0.3036091,306046592
-0.2860153,1.575892,0.3019649,318666112
-0.3767055,1.179905,0.08160722,331070592
-0.2624612,1.120402,0.1706918,337654144
-0.3374915,1.416704,-0.06761408,343915904
-0.2795187,1.460876,0.09862387,350281728
-0.3349649,1.60068,-0.1611578,356536704
-0.2761872,1.61229,0.1088879,359549312
-0.342756,1.566908,-0.09736085,362796416
-0.1920764,1.61659,0.2004247,365586816
-0.3262298,1.449404,0.03148305,369385856
-0.2211158,1.586006,0.1041328,385016448
-0.1939743,1.605309,0.1678693,387702528
-0.1070111,1.647289,0.2676154,390376960
0.01306868,1.664146,0.3682636,393732096
0.1141241,1.67952,0.4296876,396632192
0.2303901,1.670651,0.5076106,399986816
0.3009429,1.611903,0.5909892,403107328
0.2429612,1.499035,0.6356608,406462336
0.1246881,1.430631,0.6193601,409032576
0.003845215,1.417506,0.5443073,412276864
-0.1002903,1.40646,0.4307715,415287296
-0.2500641,1.194532,0.3323098,419462272
-0.1724341,1.287093,0.3222788,430482560
-0.3082652,1.34927,0.08136547,430583168
-0.1397398,1.398283,0.3230523,436509056
-0.3008409,1.410265,0.06090748,436604544
-0.2820911,1.431135,0.1280514,442663680
-0.08429146,1.436937,0.3741874,442779136
-0.0002691746,1.512222,0.4619825,449354112
-0.295889,1.495306,0.2105418,449449216
0.1328993,1.479755,0.4960416,456064128
-0.1995585,1.481707,0.3269646,456154112
0.289804,1.474188,0.52806,462647936
-0.06850863,1.481639,0.4048271,462748160
0.428159,1.493228,0.5157804,469013632
0.05315566,1.477807,0.4497744,469103872
0.5622303,1.490776,0.4818106,475160192
0.2226303,1.480787,0.4926668,475255168
0.6376569,1.47171,0.4423074,481305472
0.3300886,1.454382,0.5222199,481398528
0.6909146,1.431711,0.3361034,487559680
0.4266253,1.415239,0.4686962,487650304
0.7316406,1.309388,0.3330585,493594880
0.4987354,1.300875,0.4594716,493685376
0.7079937,1.182358,0.3910497,499742080
0.4243443,1.199071,0.4615074,499832704
0.528548,1.166943,0.410945,505879424
0.2266476,1.154994,0.4184613,506009216
0.03111076,1.168183,0.340862,512245760
0.3057477,1.172572,0.4056187,512366464
0.09357572,1.179763,0.3907824,518723968
-0.1484318,1.174811,0.268473,518809216
0.002642632,1.192883,0.3319687,525426688
-0.1549275,1.184299,0.1404679,525522304
-0.09053755,1.37206,0.2743607,531910144
-0.2646167,1.546082,-0.07710207,543875200
-0.2770886,1.667534,0.2360158,556809728
-0.6062168,1.152259,0.1681288,568767360
-0.15729,1.111708,0.6013337,581612032
-0.3472376,1.574389,0.5254294,593895296
0.04830861,1.662042,0.7825695,606971648
0.06105089,1.096516,0.6873338,619147648
0.48751,1.115378,0.6209738,631537408
0.2083812,1.681396,0.6799244,644168064
0.4899709,1.665419,0.5912152,656226816
0.6991713,1.663439,0.5409326,659134592
0.9395723,1.54566,0.4219642,662372224
0.9752133,1.385092,0.4662063,665385984
0.7368331,1.231945,0.6003185,669407616
0.4229536,1.554399,0.6204846,684488064
0.5843141,1.5823,0.5146124,687727232
0.5764678,1.45789,0.5128102,690856448
0.4345148,1.364038,0.5431399,693982848
0.4273465,1.209947,0.5496385,697111168
0.5369844,1.112278,0.4868095,699792512
0.5099902,1.006644,0.4185389,702589312
0.8209417,1.25129,0.3660916,706268160
0.9334354,1.306555,0.2573472,709393536
1.008454,1.260254,0.155781,712633216
0.9491761,1.132535,0.1813107,715538304
0.9933488,0.9945464,0.09992981,719450880
0.9225419,1.018404,0.1647663,731628288
0.5313082,1.10197,0.3145561,731763968
